method,delta,group,positions,articles,top1_green_mean,top1_green_p10,top1_green_median,top1_green_p90,top1_p_mean,top1_p_p10,top1_p_median,top1_p_p90,green_before_mean,green_before_p10,green_before_median,green_before_p90,top1_q_mean,top1_q_p10,top1_q_median,top1_q_p90,top1_rank_after_mean,top1_rank_after_p10,top1_rank_after_median,top1_rank_after_p90,top1_flip_mean,top1_flip_p10,top1_flip_median,top1_flip_p90,green_after_mean,green_after_p10,green_after_median,green_after_p90,entropy_before_mean,entropy_before_p10,entropy_before_median,entropy_before_p90,entropy_after_mean,entropy_after_p10,entropy_after_median,entropy_after_p90,expected_bart_nll_shift_mean,expected_bart_nll_shift_p10,expected_bart_nll_shift_median,expected_bart_nll_shift_p90,k90_before_mean,k90_before_p10,k90_before_median,k90_before_p90,k90_after_mean,k90_after_p10,k90_after_median,k90_after_p90,head90_before_mean,head90_before_p10,head90_before_median,head90_before_p90,head90_after_mean,head90_after_p10,head90_after_median,head90_after_p90,head90_shift_mean,head90_shift_p10,head90_shift_median,head90_shift_p90,k95_before_mean,k95_before_p10,k95_before_median,k95_before_p90,k95_after_mean,k95_after_p10,k95_after_median,k95_after_p90,head95_before_mean,head95_before_p10,head95_before_median,head95_before_p90,head95_after_mean,head95_after_p10,head95_after_median,head95_after_p90,head95_shift_mean,head95_shift_p10,head95_shift_median,head95_shift_p90,k98_before_mean,k98_before_p10,k98_before_median,k98_before_p90,k98_after_mean,k98_after_p10,k98_after_median,k98_after_p90,head98_before_mean,head98_before_p10,head98_before_median,head98_before_p90,head98_after_mean,head98_after_p10,head98_after_median,head98_after_p90,head98_shift_mean,head98_shift_p10,head98_shift_median,head98_shift_p90,head90_decrease_fraction,head90_drop_over_5pp_fraction,head90_shift_article_mean,k90_increase_fraction,head95_decrease_fraction,head95_drop_over_5pp_fraction,head95_shift_article_mean,k95_increase_fraction,head98_decrease_fraction,head98_drop_over_5pp_fraction,head98_shift_article_mean,k98_increase_fraction
W-soft,1.5,top1_red,17970,500,0.0,0.0,0.0,0.0,0.7923943430628952,0.4032771706581116,0.9167360365390778,0.9952056109905243,0.10520662326002818,0.0022327060345560313,0.022602724842727184,0.3517836689949036,0.6846115076419487,0.18982488363981248,0.8148728311061859,0.987264895439148,1.2779632721202003,1.0,1.0,2.0,0.1962715637173066,0.0,0.0,1.0,0.24542184797053174,0.009929110668599606,0.09390820562839508,0.7086411118507385,0.8232351383771674,0.06999547332525254,0.47964659333229065,2.108953356742859,1.0994298003180678,0.17176101505756378,0.8574529588222504,2.4549745082855225,0.3884193819342207,0.0943793699145317,0.3021952211856842,0.8142055809497833,6.842292710072343,1.0,1.0,8.0,9.084418475236506,1.0,2.0,12.0,0.9537912663945106,0.9032162427902222,0.9606241583824158,0.9952076077461243,0.9127996681561786,0.8138982653617859,0.9245021641254425,0.9874748468399048,-0.040991598238332046,-0.10663570761680603,-0.023624509572982788,-0.005334788560867309,18.476015581524763,1.0,2.0,20.0,29.104730105731775,1.0,3.0,41.0,0.9721599225607858,0.9504732310771942,0.9705728590488434,0.9952148556709289,0.9454549552668581,0.895405238866806,0.9486373364925385,0.9875227451324463,-0.02670496729392772,-0.06251312494277954,-0.018245965242385864,-0.004843616485595703,90.35548135781859,1.0,3.0,144.0,210.43789649415692,1.0,10.0,551.2000000000007,0.985759022810357,0.9800183713436127,0.982758104801178,0.9952487885951996,0.9706509714632082,0.9520822167396545,0.972090482711792,0.9876526772975922,-0.01510805134714877,-0.029636865854263304,-0.0129777193069458,-0.003550958633422851,0.9564830272676683,0.3061769616026711,-0.04131607368717242,0.38336115748469674,0.9632721202003339,0.1740122426265999,-0.02687057346020827,0.49220923761825264,0.9720089037284363,0.0015025041736227045,-0.0150991467841901,0.7028937117417918
W-soft,1.5,top1_green,17825,500,1.0,1.0,1.0,1.0,0.7893813863101965,0.3996829628944397,0.9197705388069153,0.9952515840530396,0.8962988859590608,0.6504589557647705,0.9780095815658569,0.9977662086486816,0.8425358534571917,0.5077664732933045,0.9548148512840271,0.9971431374549866,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.968758632203807,0.8929334878921509,0.9950080513954163,0.9995008945465088,0.8328325200208684,0.07035039067268371,0.4630884528160095,2.158464765548706,0.6488593787297284,0.04354103207588196,0.29560935497283936,1.767997455596924,-0.13798764734905145,-0.32730687260627744,-0.09140683710575104,-0.023024039715528487,6.744123422159888,1.0,1.0,9.0,4.873323983169706,1.0,1.0,6.0,0.9538269040427402,0.9030404329299927,0.9603753685951233,0.9952537775039673,0.9666335758888704,0.9219855189323425,0.9768661856651306,0.9971475481987,0.012806671846130286,0.0014003515243530273,0.007257223129272461,0.033472764492034915,18.663394109396915,1.0,2.0,21.0,12.391809256661992,1.0,1.0,13.0,0.9722545908009019,0.9504546761512757,0.9708474278450012,0.9952585220336914,0.9801859447765484,0.9599118828773499,0.9825709462165833,0.9971520900726318,0.00793135397564646,0.0014360666275024414,0.005968570709228516,0.017609596252441406,94.29363253856943,1.0,3.0,154.0,56.15943899018233,1.0,2.0,69.0,0.9858292091812358,0.980018162727356,0.9828311800956726,0.9952726244926453,0.99006814741988,0.9835130929946899,0.9891564846038818,0.9971650958061218,0.0042389382386441654,0.0013701796531677246,0.004081606864929199,0.007445216178894043,0.041065918653576436,5.610098176718093e-05,0.01298120738682162,0.006788218793828892,0.03208976157082749,0.0,0.00801812803404587,0.007124824684431977,0.02490883590462833,0.0,0.004262481945225508,0.008527349228611501
W-soft,2.0,all,35795,500,0.49797457745495183,0.0,0.0,1.0,0.79089396719708,0.4011554479598999,0.9181032180786133,0.995234739780426,0.4991504585054607,0.003203957062214613,0.4985857903957367,0.9968653559684754,0.7447964144714919,0.22726670503616334,0.9001597166061401,0.9961478471755981,1.2090515435116636,1.0,1.0,2.0,0.12828607347394888,0.0,0.0,1.0,0.6396431845275546,0.023199313879013063,0.8802019357681274,0.9995747804641724,0.8280143904458633,0.07013055086135864,0.47205477952957153,2.131935405731202,0.9130890979088934,0.05337447002530098,0.6053448915481567,2.2193826675415043,0.22380892426719795,-0.2849811851978302,0.018635690212249756,0.995668148994446,6.793406900405085,1.0,1.0,8.0,7.3136750942869115,1.0,1.0,10.0,0.9538090130373292,0.903142762184143,0.9604960083961487,0.9952361702919006,0.9281677328752629,0.8135610103607178,0.9546403288841248,0.9961678743362427,-0.02564128016206635,-0.11505590677261353,-0.00014644861221313477,0.028566861152648927,18.56932532476603,1.0,2.0,21.0,24.592792289425898,1.0,2.0,30.0,0.9722070649376561,0.9504618525505066,0.970708966255188,0.9952434778213501,0.9547113505350943,0.8868931055068969,0.9688708782196045,0.9961955547332764,-0.0174957144025618,-0.07505004405975342,6.16312026977539e-05,0.016193890571594254,92.31658052800671,1.0,3.0,149.0,219.85204637519206,1.0,6.0,588.0,0.9857939738387385,0.9800182580947876,0.982793390750885,0.9952632904052734,0.9754486955782441,0.9414722561836243,0.9833181500434875,0.9963015556335449,-0.01034527826049438,-0.04132300615310669,-4.0471553802490234e-05,0.007455146312713623,0.5006285794105322,0.21360525213018577,-0.025748069752646565,0.22237742701494623,0.4995949154909904,0.16435256320715183,-0.017569663538878066,0.28464869395166925,0.5003771476463194,0.056181030870233274,-0.010327608912393278,0.41290683056292776
W-soft,2.0,top1_red,17970,500,0.0,0.0,0.0,0.0,0.7923943430628952,0.4032771706581116,0.9167360365390778,0.9952056109905243,0.10520662326002818,0.0022327060345560313,0.022602724842727184,0.3517836689949036,0.63960275038671,0.13041379749774934,0.7562330663204193,0.9808907866477966,1.4164162493043961,1.0,1.0,2.0,0.2555370061213133,0.0,0.0,1.0,0.3018645803849468,0.016265552677214145,0.14593788236379623,0.800399386882782,0.8232351383771674,0.06999547332525254,0.47964659333229065,2.108953356742859,1.2132766882359305,0.24942645579576495,0.9975235164165497,2.54290087223053,0.6011620030617398,0.16121256947517396,0.4898548424243927,1.211862111091614,6.842292710072343,1.0,1.0,8.0,10.196271563717307,1.0,2.0,14.0,0.9537912663945106,0.9032162427902222,0.9606241583824158,0.9952076077461243,0.8884043096832653,0.7542354583740234,0.9082079231739044,0.9814593434333801,-0.0653869567112453,-0.17023319005966187,-0.037616848945617676,-0.00885137915611267,18.476015581524763,1.0,2.0,20.0,38.054646633277684,1.0,3.0,59.0,0.9721599225607858,0.9504732310771942,0.9705728590488434,0.9952148556709289,0.9284632011228093,0.8556145191192627,0.93986976146698,0.981597626209259,-0.043696721437976434,-0.1032709002494812,-0.029103904962539673,-0.007502990961074828,90.35548135781859,1.0,3.0,144.0,389.3029493600445,1.0,36.0,1152.0,0.985759022810357,0.9800183713436127,0.982758104801178,0.9952487885951996,0.9604329712800869,0.9307789921760559,0.9651414752006531,0.982354712486267,-0.02532605153027016,-0.05126481056213379,-0.021233826875686646,-0.004891538619995117,0.9564830272676683,0.42520868113522536,-0.06586161950275463,0.43806343906510853,0.9633277685030607,0.32737896494156926,-0.04393291656339454,0.5612131329994435,0.9720089037284363,0.1119087367835281,-0.025287039642497882,0.8154145798553144
W-soft,2.0,top1_green,17825,500,1.0,1.0,1.0,1.0,0.7893813863101965,0.3996829628944397,0.9197705388069153,0.9952515840530396,0.8962988859590608,0.6504589557647705,0.9780095815658569,0.9977662086486816,0.8508457913917462,0.5205319046974182,0.9604830145835876,0.9973637223243713,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.980169496810453,0.9322049140930175,0.9969662427902222,0.9996972441673279,0.8328325200208684,0.07035039067268371,0.4630884528160095,2.158464765548706,0.6104595888947639,0.040257816016674046,0.26540082693099976,1.6809547662734985,-0.15661378686536406,-0.37316263318061826,-0.10266788303852081,-0.025689139589667315,6.744123422159888,1.0,1.0,9.0,4.407629733520337,1.0,1.0,6.0,0.9538269040427402,0.9030404329299927,0.9603753685951233,0.9952537775039673,0.9682546172937873,0.9241877436637879,0.9796250462532043,0.9973646759986877,0.014427713251047015,0.0015614509582519533,0.008163094520568848,0.037816214561462405,18.663394109396915,1.0,2.0,21.0,11.021430575035064,1.0,1.0,12.0,0.9722545908009019,0.9504546761512757,0.9708474278450012,0.9952585220336914,0.9811730192553613,0.9610010266304017,0.984110951423645,0.9973692178726197,0.008918428454459299,0.0016021132469177246,0.006749868392944336,0.019762182235717775,94.29363253856943,1.0,3.0,154.0,49.022720897615706,1.0,2.0,58.600000000000364,0.9858292091812358,0.980018162727356,0.9828311800956726,0.9952726244926453,0.9905865674232868,0.9840173721313477,0.9899243712425232,0.9973790168762207,0.004757358242050962,0.0015390992164611816,0.004608035087585449,0.008323097229003906,0.041065918653576436,0.00028050490883590464,0.014625002609389955,0.0049368863955119215,0.03208976157082749,0.0,0.009016695572919592,0.005834502103786816,0.02490883590462833,0.0,0.00478438636002989,0.007124824684431977
W-soft,2.5,all,35795,500,0.49797457745495183,0.0,0.0,1.0,0.79089396719708,0.4011554479598999,0.9181032180786133,0.995234739780426,0.4991504585054607,0.003203957062214613,0.4985857903957367,0.9968653559684754,0.7233567463359475,0.161029589176178,0.8886948227882385,0.9963557481765747,1.2941751641290684,1.0,1.0,2.0,0.15588769381198492,0.0,0.0,1.0,0.6728534934184701,0.037682099640369414,0.9237445592880249,0.999742066860199,0.8280143904458633,0.07013055086135864,0.47205477952957153,2.131935405731202,0.9656439374878608,0.05041293203830719,0.6887333989143372,2.2792992591857915,0.3510573885668545,-0.30633385181427003,0.020896315574645996,1.3985515356063845,6.793406900405085,1.0,1.0,8.0,8.184858220421846,1.0,2.0,11.0,0.9538090130373292,0.903142762184143,0.9604960083961487,0.9952361702919006,0.9130461869309411,0.7633731126785278,0.9486801028251648,0.9963793873786926,-0.04076282610638812,-0.16864888668060302,-0.00015747547149658203,0.030681729316711447,18.56932532476603,1.0,2.0,21.0,34.65076127950831,1.0,2.0,43.60000000000218,0.9722070649376561,0.9504618525505066,0.970708966255188,0.9952434778213501,0.9435455547412825,0.8504978895187378,0.9659505486488342,0.9964062333106994,-0.02866151019637354,-0.11321003437042236,6.723403930664062e-05,0.017345082759857185,92.31658052800671,1.0,3.0,149.0,589.0818270708199,1.0,14.0,2147.0,0.9857939738387385,0.9800182580947876,0.982793390750885,0.9952632904052734,0.9683638075274251,0.9184862494468689,0.9819066524505615,0.9965138077735901,-0.017430166311313326,-0.06532801389694214,-4.559755325317383e-05,0.00795271396636963,0.5006285794105322,0.2681938818270708,-0.040925113151474096,0.24955999441262747,0.4995949154909904,0.22776924151417796,-0.028762376597819814,0.325939377007962,0.5004050845090097,0.1568375471434558,-0.017388387816395602,0.45190669087861435
W-soft,2.5,top1_red,17970,500,0.0,0.0,0.0,0.0,0.7923943430628952,0.4032771706581116,0.9167360365390778,0.9952056109905243,0.10520662326002818,0.0022327060345560313,0.022602724842727184,0.3517836689949036,0.5915265609132946,0.0863482490181923,0.6821059882640839,0.9705596446990967,1.5859766277128549,1.0,1.0,3.0,0.3105175292153589,0.0,0.0,1.0,0.36063415115464914,0.026537352427840232,0.2198016121983528,0.8686181783676148,0.8232351383771674,0.06999547332525254,0.47964659333229065,2.108953356742859,1.3460643610954866,0.3689855754375458,1.1555286049842834,2.644545412063599,0.8662578889444515,0.2551376760005951,0.7344845533370972,1.6671570777893066,6.842292710072343,1.0,1.0,8.0,12.284529771841958,1.0,2.0,18.0,0.9537912663945106,0.9032162427902222,0.9606241583824158,0.9952076077461243,0.8572867506218408,0.6780397295951843,0.8905598223209381,0.9720740497112275,-0.09650451577266986,-0.24944463968276978,-0.05611458420753479,-0.013255661725997923,18.476015581524763,1.0,2.0,20.0,59.127657206455204,1.0,5.0,103.10000000000036,0.9721599225607858,0.9504732310771942,0.9705728590488434,0.9952148556709289,0.9056169766549209,0.8018461704254151,0.9272465109825134,0.9726786613464355,-0.0665429459058648,-0.1598529875278473,-0.044232338666915894,-0.010208243131637571,90.35548135781859,1.0,3.0,144.0,1130.0349471341124,4.0,387.5,3341.1000000000004,0.985759022810357,0.9800183713436127,0.982758104801178,0.9952487885951996,0.9460037940432113,0.8993955135345459,0.9546714127063751,0.9782982349395752,-0.03975522876714559,-0.08333330154418946,-0.032915204763412476,-0.006048506498336791,0.9564830272676683,0.5337228714524207,-0.09711757980562973,0.49354479688369507,0.9633277685030607,0.45370061213133,-0.06683266287279246,0.6442960489705064,0.972064552031163,0.31240957150806903,-0.039650168998243134,0.8943238731218698
W-soft,2.5,top1_green,17825,500,1.0,1.0,1.0,1.0,0.7893813863101965,0.3996829628944397,0.9197705388069153,0.9952515840530396,0.8962988859590608,0.6504589557647705,0.9780095815658569,0.9977662086486816,0.8562593231687706,0.5297242164611816,0.964870035648346,0.9975028395652771,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9876126283683081,0.957753312587738,0.9981577396392822,0.9998162746429443,0.8328325200208684,0.07035039067268371,0.4630884528160095,2.158464765548706,0.5821289297891773,0.03800566345453262,0.2436372935771942,1.6187962532043458,-0.16833408362307092,-0.4014468789100647,-0.10974372923374176,-0.027274356782436365,6.744123422159888,1.0,1.0,9.0,4.0518373071528755,1.0,1.0,5.0,0.9538269040427402,0.9030404329299927,0.9603753685951233,0.9952537775039673,0.9692592063124016,0.925501573085785,0.9811581969261169,0.997503650188446,0.01543230226966141,0.0016642093658447265,0.008718729019165039,0.040510499477386476,18.663394109396915,1.0,2.0,21.0,9.974754558204769,1.0,1.0,11.0,0.9722545908009019,0.9504546761512757,0.9708474278450012,0.9952585220336914,0.9817826682454573,0.9617402195930481,0.9850768446922302,0.997504723072052,0.009528077444555381,0.0017097711563110352,0.007242918014526367,0.021107745170593262,94.29363253856943,1.0,3.0,154.0,43.72824684431978,1.0,2.0,51.0,0.9858292091812358,0.980018162727356,0.9828311800956726,0.9952726244926453,0.9909057117244138,0.9843315362930298,0.9903894662857056,0.9975192189216614,0.005076502543177879,0.0016447901725769043,0.004926085472106934,0.008859038352966309,0.041065918653576436,0.0005049088359046284,0.015643857411659887,0.0035904628330995793,0.03208976157082749,0.0,0.009633539301349,0.004992987377279102,0.02490883590462833,0.0,0.005105759034962512,0.005890603085553997
W-soft,3.0,all,35795,500,0.49797457745495183,0.0,0.0,1.0,0.79089396719708,0.4011554479598999,0.9181032180786133,0.995234739780426,0.4991504585054607,0.003203957062214613,0.4985857903957367,0.9968653559684754,0.6995815151004725,0.10743296295404435,0.8678821921348572,0.9965022563934326,1.4025422545048192,1.0,1.0,2.0,0.1829864506215952,0.0,0.0,1.0,0.7055157472068718,0.06064479723572731,0.9523181915283203,0.9998436331748962,0.8280143904458633,0.07013055086135864,0.47205477952957153,2.131935405731202,1.0355789125894959,0.048500319570302965,0.8096067905426025,2.365766716003418,0.5107982545798997,-0.31997933983802795,0.02239590883255005,1.8650002956390384,6.793406900405085,1.0,1.0,8.0,10.665176700656517,1.0,2.0,13.0,0.9538090130373292,0.903142762184143,0.9604960083961487,0.9952361702919006,0.8942062653048543,0.7021414160728454,0.9411888122558594,0.996531069278717,-0.05960274773414016,-0.23601341247558594,-0.00016438961029052734,0.031993567943573005,18.56932532476603,1.0,2.0,21.0,71.9515295432323,1.0,3.0,108.0,0.9722070649376561,0.9504618525505066,0.970708966255188,0.9952434778213501,0.9288148480348205,0.8044135451316834,0.961397647857666,0.9965527772903442,-0.043392216902835554,-0.16320271492004393,6.973743438720703e-05,0.018054676055908204,92.31658052800671,1.0,3.0,149.0,1264.336667132281,1.0,24.0,4974.0,0.9857939738387385,0.9800182580947876,0.982793390750885,0.9952632904052734,0.9584738344949023,0.8852518320083618,0.9812182188034058,0.9966444969177246,-0.027320139343836133,-0.09896609783172607,-4.887580871582031e-05,0.008253836631774904,0.5006285794105322,0.3399636820785026,-0.0598000178114297,0.28087721748847605,0.4995949154909904,0.3048749825394608,-0.04349883131734114,0.3826791451320017,0.5004050845090097,0.24902919402151139,-0.027229828242684256,0.46073473948875543
W-soft,3.0,top1_red,17970,500,0.0,0.0,0.0,0.0,0.7923943430628952,0.4032771706581116,0.9167360365390778,0.9952056109905243,0.10520662326002818,0.0022327060345560313,0.022602724842727184,0.3517836689949036,0.5407562066516106,0.055127632617950444,0.5911523103713989,0.9542046308517456,1.8018363939899833,1.0,1.0,4.0,0.36449638286032277,0.0,0.0,1.0,0.4210006711233882,0.043012240529060365,0.317166805267334,0.9159690141677856,0.8232351383771674,0.06999547332525254,0.47964659333229065,2.108953356742859,1.5054085397763248,0.5350085914134979,1.3316352367401123,2.766952776908875,1.1916697230821804,0.3667581558227539,1.050192654132843,2.196685290336609,6.842292710072343,1.0,1.0,8.0,17.484474123539233,1.0,3.0,25.0,0.9537912663945106,0.9032162427902222,0.9606241583824158,0.9952076077461243,0.819146404073314,0.5860715687274933,0.8701758980751038,0.9584075570106506,-0.13464486232451353,-0.3478152573108673,-0.08029496669769287,-0.0177674651145935,18.476015581524763,1.0,2.0,20.0,134.20272676683362,1.0,10.0,293.0,0.9721599225607858,0.9504732310771942,0.9705728590488434,0.9952148556709289,0.875903507179861,0.7303794085979461,0.9104586541652679,0.9606905877590179,-0.09625641538092476,-0.23312003612518312,-0.0647355318069458,-0.012475550174713128,90.35548135781859,1.0,3.0,144.0,2478.9076238174734,12.0,1211.0,7152.1,0.985759022810357,0.9800183713436127,0.982758104801178,0.9952487885951996,0.9261098737907728,0.8546984076499939,0.9393698871135712,0.9757790744304657,-0.059649149019584166,-0.12812573909759523,-0.04959571361541748,-0.006756061315536498,0.9564830272676683,0.6764051196438509,-0.13534330698701824,0.5573177518085698,0.9633277685030607,0.6072899276572065,-0.09654884714656307,0.7588202559821925,0.972064552031163,0.49604897050639957,-0.05941926289885768,0.9127434613244296
W-soft,3.0,top1_green,17825,500,1.0,1.0,1.0,1.0,0.7893813863101965,0.3996829628944397,0.9197705388069153,0.9952515840530396,0.8962988859590608,0.6504589557647705,0.9780095815658569,0.9977662086486816,0.8596988106306857,0.534752368927002,0.9683000445365906,0.9975879907608032,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9923452516792532,0.973943042755127,0.9988815188407898,0.9998886942863464,0.8328325200208684,0.07035039067268371,0.4630884528160095,2.158464765548706,0.5619273894171356,0.03658612966537476,0.22841429710388184,1.571253895759583,-0.1756118598092159,-0.4198698759078979,-0.11417670547962189,-0.028243647515773775,6.744123422159888,1.0,1.0,9.0,3.790406732117812,1.0,1.0,5.0,0.9538269040427402,0.9030404329299927,0.9603753685951233,0.9952537775039673,0.9698767116628222,0.9263015031814575,0.9821690917015076,0.9975911498069763,0.01604980762008196,0.001723945140838623,0.009051680564880371,0.04215176105499268,18.663394109396915,1.0,2.0,21.0,9.193941093969144,1.0,1.0,10.0,0.9722545908009019,0.9504546761512757,0.9708474278450012,0.9952585220336914,0.9821566037242242,0.9621310591697693,0.985660195350647,0.9975939869880677,0.009902012923322252,0.0017729878425598146,0.0075272321701049805,0.02192835807800293,94.29363253856943,1.0,3.0,154.0,39.88561009817672,1.0,2.0,46.0,0.9858292091812358,0.980018162727356,0.9828311800956726,0.9952726244926453,0.9911010644445915,0.9845338582992553,0.9906623959541321,0.9976061820983887,0.005271855263355571,0.0017064571380615234,0.005129992961883545,0.009182894229888916,0.041065918653576436,0.0007854137447405329,0.016270210356163335,0.0021879382889200562,0.03208976157082749,0.0,0.010011926388158178,0.0034782608695652175,0.02490883590462833,0.0,0.005302508081220578,0.005049088359046283
W-soft,3.5,all,35795,500,0.49797457745495183,0.0,0.0,1.0,0.79089396719708,0.4011554479598999,0.9181032180786133,0.995234739780426,0.4991504585054607,0.003203957062214613,0.4985857903957367,0.9968653559684754,0.6738090197305555,0.06916868835687637,0.8380689024925232,0.9966059446334838,1.5418075150160637,1.0,1.0,3.0,0.2089677329235927,0.0,0.0,1.0,0.7380173765291749,0.09620165079832077,0.9705265164375305,0.9999052882194519,0.8280143904458633,0.07013055086135864,0.47205477952957153,2.131935405731202,1.1258063888724947,0.04723920449614525,0.9789770245552063,2.4807037353515624,0.7066579986131908,-0.32826953530311587,0.02335822582244873,2.406347465515137,6.793406900405085,1.0,1.0,8.0,18.6741723704428,1.0,2.0,19.0,0.9538090130373292,0.903142762184143,0.9604960083961487,0.9952361702919006,0.8717998393363902,0.6265011668205261,0.9317765235900879,0.9966248512268067,-0.0820091736976087,-0.3177850604057312,-0.00016868114471435547,0.03284610509872437,18.56932532476603,1.0,2.0,21.0,305.2949573962844,1.0,5.0,968.2000000000044,0.9722070649376561,0.9504618525505066,0.970708966255188,0.9952434778213501,0.9102351541358643,0.7419272422790527,0.9583878517150879,0.9966444253921509,-0.0619719107984614,-0.226772141456604,7.104873657226562e-05,0.018492472171783448,92.31658052800671,1.0,3.0,149.0,2002.3690180192764,1.0,33.0,7947.600000000002,0.9857939738387385,0.9800182580947876,0.982793390750885,0.9952632904052734,0.9451696866899749,0.8406809329986572,0.9808961153030396,0.9967272996902465,-0.040624287148763524,-0.14489758014678955,-5.1081180572509766e-05,0.00843944549560547,0.5006285794105322,0.40377147646319317,-0.0821966192444703,0.3263025562229362,0.4995949154909904,0.3711970945662802,-0.06204211537212416,0.4247520603436234,0.5004050845090097,0.322531079759743,-0.040448152868020885,0.4615169716440844
W-soft,3.5,top1_red,17970,500,0.0,0.0,0.0,0.0,0.7923943430628952,0.4032771706581116,0.9167360365390778,0.9952056109905243,0.10520662326002818,0.0022327060345560313,0.022602724842727184,0.3517836689949036,0.4872880025189443,0.03459299094974995,0.4904429614543915,0.9281784176826477,2.079243183082916,1.0,1.0,4.0,0.41624930439621594,0.0,0.0,1.0,0.4828078955261096,0.06899014860391617,0.4336872547864914,0.9472899019718171,0.8232351383771674,0.06999547332525254,0.47964659333229065,2.108953356742859,1.6990558316845097,0.7400043845176697,1.5386852622032166,2.917788791656494,1.5862524385732983,0.48194172978401184,1.473933219909668,2.782989263534546,6.842292710072343,1.0,1.0,8.0,33.62136894824708,1.0,4.0,43.0,0.9537912663945106,0.9032162427902222,0.9606241583824158,0.9952076077461243,0.7741397812241106,0.47870940566062925,0.8425175547599792,0.9394411027431488,-0.17965148516376614,-0.4589294224977493,-0.11417314410209656,-0.021446132659912097,18.476015581524763,1.0,2.0,20.0,599.5711741791876,3.0,54.0,2156.1000000000004,0.9721599225607858,0.9504732310771942,0.9705728590488434,0.9952148556709289,0.8386675232771574,0.6411244869232178,0.8849332630634308,0.9513851344585419,-0.1334923992769945,-0.32314220666885374,-0.0930662751197815,-0.013862544298171993,90.35548135781859,1.0,3.0,144.0,3951.753366722315,23.0,2337.0,10705.0,0.985759022810357,0.9800183713436127,0.982758104801178,0.9952487885951996,0.8994907411888167,0.7940395712852478,0.9168091416358948,0.9743995249271393,-0.08626828162154027,-0.189787757396698,-0.07256335020065308,-0.007193088531494135,0.9564830272676683,0.803338898163606,-0.1803312049386365,0.6482470784641069,0.9633277685030607,0.7393989983305509,-0.13369287476177363,0.8434056761268781,0.972064552031163,0.642459654980523,-0.085827846080343,0.91480244852532
W-soft,3.5,top1_green,17825,500,1.0,1.0,1.0,1.0,0.7893813863101965,0.3996829628944397,0.9197705388069153,0.9952515840530396,0.8962988859590608,0.6504589557647705,0.9780095815658569,0.9977662086486816,0.8618473187091056,0.538485872745514,0.9709571003913879,0.9976440072059631,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.995302895386122,0.9840319633483887,0.9993212819099426,0.9999324679374695,0.8328325200208684,0.07035039067268371,0.4630884528160095,2.158464765548706,0.5478937668622895,0.03571399003267288,0.21769550442695618,1.5367561578750615,-0.1800916275345305,-0.4309677124023437,-0.11673647165298462,-0.028829471766948698,6.744123422159888,1.0,1.0,9.0,3.6053856942496494,1.0,1.0,4.0,0.9538269040427402,0.9030404329299927,0.9603753685951233,0.9952537775039673,0.9702543270939028,0.9267685413360596,0.982781708240509,0.9976453185081482,0.016427423051162654,0.0017597556114196777,0.00928109884262085,0.04316204786300659,18.663394109396915,1.0,2.0,21.0,8.624908835904629,1.0,1.0,9.0,0.9722545908009019,0.9504546761512757,0.9708474278450012,0.9952585220336914,0.9823849620758902,0.9624102592468262,0.9859773516654968,0.9976485133171081,0.010130371274988247,0.0018142104148864747,0.007708489894866943,0.02244663238525391,94.29363253856943,1.0,3.0,154.0,37.12712482468443,1.0,2.0,42.0,0.9858292091812358,0.980018162727356,0.9828311800956726,0.9952726244926453,0.9912202140759954,0.9846565961837769,0.9908249974250793,0.9976600885391236,0.005391004894759511,0.0017496824264526367,0.005252182483673096,0.009382069110870361,0.041065918653576436,0.0009537166900420757,0.016653272417117074,0.0017391304347826088,0.03208976157082749,0.0,0.010243020021847203,0.0026928471248246844,0.02490883590462833,0.0,0.005422523131486027,0.004544179523141655
